time_stamp_ms;frame_id;morton
0;349;262208
33;350;786624
66;351;786624
99;352;786624
132;353;786624
165;354;786624
198;355;786624
231;356;786624
264;357;786624
297;358;786624
330;359;786624
363;360;786624
396;361;786624
429;362;786624
462;363;786624
495;364;786624
528;365;786624
561;366;1835456
594;367;1835456
627;368;1573248
660;369;1573248
693;370;1573248
726;371;1573248
759;372;1573248
792;373;1573248
825;374;1573248
858;375;1573248
891;376;1573248
924;377;1573248
957;378;1573248
990;379;1573248
1023;380;1048832
1056;381;1048832
1089;382;1048832
1122;383;1048832
1155;384;1048832
1188;385;1048832
1221;386;1048832
1254;387;1048832
1287;388;1048832
1320;389;1048832
1353;390;1048832
1386;391;3146496
1419;392;3146496
1452;393;3146496
1485;394;2097664
1518;395;2097664
1551;396;2097664
1584;397;2097664
1617;398;2097664
1650;399;2097664
1683;400;2097664
1716;401;2097664
1749;402;2097664
1782;403;6292992
1815;404;6292992
1848;405;6292992
1881;406;6292992
1914;407;6292992
1947;408;6292992
1980;409;6292992
2013;410;6292992
2046;411;6292992
2079;412;6292992
2112;413;6292992
2145;414;4195328
2178;415;4195328
2211;416;12585984
2244;417;12585984
2277;418;12585984
2310;419;12585984
2343;420;12585984
2376;421;12585984
2409;422;12585984
2442;423;12585984
2475;424;8390656
2508;425;8390656
2541;426;8390656
2574;427;8390656
2607;428;8390656
2640;429;8390656
2673;430;8390656
2706;431;8390656
2739;432;0
2772;433;0
2805;434;0
2838;435;0
2871;436;0
