time_stamp_ms;frame_id;morton
0;171;0
33;172;0
66;173;0
99;174;0
132;175;0
165;176;0
198;177;0
231;178;0
264;179;0
297;180;0
330;181;0
363;182;0
396;183;0
429;184;0
462;185;0
495;186;0
528;187;0
561;188;0
594;189;0
627;190;0
660;191;0
693;192;0
726;193;0
759;194;0
792;195;0
825;196;0
858;197;0
891;198;0
924;199;0
957;200;0
990;201;0
1023;202;0
1056;203;0
1089;204;0
1122;205;0
1155;206;0
1188;207;0
1221;208;0
1254;209;0
1287;210;0
1320;211;0
1353;212;0
1386;213;0
1419;214;0
1452;215;0
1485;216;0
1518;217;0
1551;218;0
1584;219;0
1617;220;0
1650;221;0
1683;222;0
1716;223;0
1749;224;0
1782;225;0
1815;226;0
1848;227;0
1881;228;0
1914;229;0
1947;230;0
1980;231;0
2013;232;0
2046;233;0
2079;234;0
2112;235;0
2145;236;0
2178;237;0
2211;238;0
2244;239;0
2277;240;0
2310;241;0
2343;242;0
2376;243;0
2409;244;0
2442;245;0
2475;246;0
2508;247;0
2541;248;0
2574;249;0
2607;250;0
2640;251;0
2673;252;0
2706;253;0
2739;254;0
2772;255;2097664
2805;256;2097664
2838;257;2097664
2871;258;2097664
2904;259;2097664
2937;260;2097664
2970;261;2097664
3003;262;2097664
3036;263;2097664
3069;264;2097664
3102;265;2097664
3135;266;2097664
3168;267;2097664
3201;268;2097664
3234;269;2097664
3267;270;2097664
3300;271;2097664
3333;272;2097664
3366;273;2097664
3399;274;2097664
3432;275;2097664
3465;276;2097664
3498;277;2097664
3531;278;2097664
3564;279;2097664
3597;280;2097664
3630;281;2097664
3663;282;2097664
3696;283;2097664
3729;284;2097664
3762;285;2097664
3795;286;2097664
3828;287;2097664
3861;288;2097664
3894;289;2097664
3927;290;2097664
3960;291;2097664
3993;292;2097664
4026;293;2097664
4059;294;2097664
4092;295;2097664
4125;296;2097664
4158;297;2097664
4191;298;2097664
4224;299;2097664
4257;300;2097664
4290;301;2097664
4323;302;2097664
4356;303;2097664
4389;304;2097664
4422;305;2097664
4455;306;2097664
4488;307;2097664
4521;308;2097664
4554;309;2097664
4587;310;2097664
4620;311;2097664
4653;312;2097664
4686;313;6292992
4719;314;6292992
4752;315;6292992
4785;316;6292992
4818;317;6292992
4851;318;6292992
4884;319;6292992
4917;320;6292992
4950;321;6292992
4983;322;6292992
5016;323;4195328
5049;324;4195328
5082;325;4195328
5115;326;4195328
5148;327;4195328
5181;328;4195328
5214;329;4195328
5247;330;4195328
5280;331;4195328
5313;332;12585984
5346;333;12585984
5379;334;12585984
5412;335;12585984
5445;336;12585984
5478;337;12585984
5511;338;12585984
5544;339;12585984
5577;340;8390656
5610;341;8390656
5643;342;8390656
5676;343;8390656
5709;344;8390656
5742;345;8390656
5775;346;8390656
5808;347;8390656
5841;348;8390656
5874;349;8390656
5907;350;8390656
5940;351;0
5973;352;0
6006;353;0
6039;354;0
6072;355;0
6105;356;0
6138;357;0
6171;358;0
6204;359;0
6237;360;0
6270;361;0
6303;362;0
6336;363;0
6369;364;0
6402;365;0
6435;366;0
6468;367;0
6501;368;0
6534;369;0
6567;370;0
6600;371;0
6633;372;0
6666;373;0
6699;374;0
