time_stamp_ms;frame_id;morton
0;1;262208
33;2;262208
66;3;262208
99;4;262208
132;5;262208
165;6;262208
198;7;262208
231;8;262208
264;9;262208
297;10;262208
330;11;262208
363;12;262208
396;13;262208
429;14;262208
462;15;262208
495;16;262208
528;17;786624
561;18;786624
594;19;786624
627;20;786624
660;21;786624
693;22;786624
726;23;786624
759;24;786624
792;25;786624
825;26;786624
858;27;786624
891;28;786624
924;29;524416
957;30;524416
990;31;1835456
1023;32;1835456
1056;33;1835456
1089;34;1835456
1122;35;1835456
1155;36;1835456
1188;37;1835456
1221;38;1835456
1254;39;1835456
1287;40;1835456
1320;41;1835456
1353;42;1311040
1386;43;1311040
1419;44;1311040
1452;45;1311040
1485;46;1311040
1518;47;1311040
1551;48;1311040
1584;49;1311040
1617;50;1311040
1650;51;1311040
1683;52;3408704
1716;53;3933120
1749;54;3933120
1782;55;2884288
1815;56;2884288
1848;57;2884288
1881;58;2884288
1914;59;2884288
1947;60;2884288
1980;61;2884288
2013;62;7079616
2046;63;7079616
2079;64;7079616
2112;65;7079616
2145;66;7079616
2178;67;7866240
2211;68;7866240
2244;69;7866240
2277;70;7866240
2310;71;7866240
2343;72;8128448
2376;73;8128448
2409;74;6030784
2442;75;6030784
2475;76;6030784
2508;77;6030784
2541;78;14421440
2574;79;14421440
2607;80;13897024
2640;81;13897024
2673;82;13897024
2706;83;13897024
2739;84;13897024
2772;85;13897024
2805;86;14421440
2838;87;14421440
2871;88;16519104
2904;89;16519104
2937;90;12323776
2970;91;12323776
3003;92;12323776
3036;93;11274944
3069;94;11274944
3102;95;11274944
3135;96;11274944
3168;97;11274944
3201;98;11274944
3234;99;11274944
3267;100;11274944
3300;101;16519104
3333;102;16519104
3366;103;16519104
3399;104;16256896
3432;105;16256896
3465;106;16256896
3498;107;16256896
3531;108;7866240
3564;109;7866240
3597;110;7866240
3630;111;7866240
3663;112;14159232
3696;113;14159232
3729;114;14159232
3762;115;14159232
3795;116;13634816
3828;117;13634816
3861;118;13634816
3894;119;15732480
3927;120;15732480
3960;121;15732480
3993;122;15732480
4026;123;15732480
4059;124;15732480
4092;125;11537152
4125;126;11537152
4158;127;10488320
4191;128;10488320
4224;129;10488320
4257;130;10488320
4290;131;10488320
4323;132;10488320
4356;133;14683648
4389;134;14683648
4422;135;14683648
4455;136;14683648
4488;137;14683648
4521;138;14683648
4554;139;14683648
4587;140;14683648
4620;141;6292992
4653;142;6292992
4686;143;6292992
4719;144;14683648
4752;145;14683648
4785;146;12585984
4818;147;12585984
4851;148;12585984
4884;149;12585984
