time_stamp_ms;frame_id;morton
0;1;262208
33;2;262208
66;3;262208
99;4;262208
132;5;262208
165;6;262208
198;7;262208
231;8;262208
264;9;262208
297;10;262208
330;11;262208
363;12;262208
396;13;262208
429;14;262208
462;15;786624
495;16;786624
528;17;786624
561;18;786624
594;19;786624
627;20;786624
660;21;786624
693;22;786624
726;23;786624
759;24;786624
792;25;786624
825;26;786624
858;27;786624
891;28;786624
924;29;786624
957;30;524416
990;31;1573248
1023;32;1573248
1056;33;1573248
1089;34;1573248
1122;35;1573248
1155;36;1573248
1188;37;1573248
1221;38;1573248
1254;39;1573248
1287;40;1573248
1320;41;1573248
1353;42;1835456
1386;43;1835456
1419;44;1835456
1452;45;1835456
1485;46;1311040
1518;47;1311040
1551;48;1311040
1584;49;1311040
1617;50;1311040
1650;51;1311040
1683;52;1311040
1716;53;1311040
1749;54;1311040
1782;55;3408704
1815;56;3408704
1848;57;3408704
1881;58;3408704
1914;59;3408704
1947;60;3408704
1980;61;2359872
2013;62;2359872
2046;63;2359872
2079;64;2359872
2112;65;2884288
2145;66;2884288
2178;67;2884288
2211;68;2884288
2244;69;2884288
2277;70;2884288
2310;71;2884288
2343;72;7079616
2376;73;7079616
2409;74;7079616
2442;75;7079616
2475;76;7079616
2508;77;7079616
2541;78;7079616
2574;79;7079616
2607;80;6817408
2640;81;6817408
2673;82;6817408
2706;83;6817408
2739;84;6817408
2772;85;7866240
2805;86;7866240
2838;87;7866240
2871;88;7866240
2904;89;7866240
2937;90;7866240
2970;91;5768576
3003;92;5768576
3036;93;5768576
3069;94;5768576
3102;95;5768576
3135;96;5244160
3168;97;13634816
3201;98;13634816
3234;99;13634816
3267;100;13634816
3300;101;13634816
3333;102;13634816
3366;103;13634816
3399;104;13634816
3432;105;13634816
3465;106;13634816
3498;107;13634816
3531;108;13634816
3564;109;13634816
3597;110;13634816
3630;111;8390656
3663;112;10488320
3696;113;10488320
3729;114;10488320
3762;115;10488320
3795;116;10488320
3828;117;10488320
3861;118;10488320
3894;119;10488320
3927;120;10488320
3960;121;10488320
3993;122;10488320
4026;123;10488320
4059;124;10488320
4092;125;10488320
4125;126;10488320
4158;127;14683648
4191;128;14683648
4224;129;14683648
4257;130;14683648
4290;131;14683648
4323;132;14683648
4356;133;14683648
4389;134;14683648
4422;135;14683648
4455;136;14683648
4488;137;14683648
4521;138;14683648
4554;139;12585984
4587;140;12585984
4620;141;12585984
4653;142;12585984
4686;143;12585984
