time_stamp_ms;frame_id;morton
0;0;0
33;1;0
66;2;0
99;3;0
132;4;0
165;5;0
198;6;0
231;7;0
264;8;8390656
297;9;8390656
330;10;8390656
363;11;8390656
396;12;8390656
429;13;8390656
462;14;8390656
495;15;12585984
528;16;12585984
561;17;12585984
594;18;12585984
627;19;12585984
660;20;12585984
693;21;12585984
726;22;14683648
759;23;14945856
792;24;14945856
825;25;14945856
858;26;14945856
891;27;14945856
924;28;6555200
957;29;6555200
990;30;7079616
1023;31;7079616
1056;32;7079616
1089;33;7079616
1122;34;8128448
1155;35;8128448
1188;36;3933120
1221;37;3933120
1254;38;3933120
1287;39;3933120
1320;40;3933120
1353;41;3933120
1386;42;3933120
1419;43;1835456
1452;44;1835456
1485;45;1835456
1518;46;1835456
1551;47;1835456
1584;48;1835456
1617;49;1835456
1650;50;3933120
1683;51;3933120
1716;52;3933120
1749;53;2884288
1782;54;2884288
1815;55;3933120
1848;56;3933120
1881;57;8128448
1914;58;8128448
1947;59;8128448
1980;60;8128448
2013;61;7604032
2046;62;7604032
2079;63;15994688
2112;64;15994688
2145;65;15994688
2178;66;14945856
2211;67;14945856
2244;68;14945856
2277;69;14683648
2310;70;10488320
2343;71;10488320
2376;72;14683648
2409;73;14683648
2442;74;14683648
2475;75;14683648
2508;76;14683648
2541;77;14683648
2574;78;4195328
2607;79;4195328
2640;80;12585984
2673;81;12585984
2706;82;12585984
2739;83;12585984
2772;84;12585984
2805;85;8390656
2838;86;8390656
2871;87;8390656
2904;88;8390656
2937;89;8390656
2970;90;8390656
3003;91;8390656
3036;92;8390656
3069;93;0
3102;94;0
3135;95;0
3168;96;0
3201;97;0
3234;98;0
3267;99;0
