time_stamp_ms;frame_id;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;0;1;0;0;0;0;0
33;1;1;0;0;0;0;0
66;2;1;0;0;0;0;0
99;3;1;0;0;0;0;0
132;4;1;0;0;0;0;0
165;5;1;0;0;0;0;0
198;6;1;0;0;0;0;0
231;7;1;0;0;0;0;0
264;8;1;1;0;0;0;0
297;9;1;1;0;0;0;0
330;10;1;1;0;0;0;0
363;11;1;1;0;0;0;0
396;12;1;1;0;0;0;0
429;13;1;1;0;0;0;0
462;14;1;1;0;0;0;0
495;15;1;1;0;0;0;0
528;16;1;1;0;0;0;0
561;17;1;1;0;0;0;0
594;18;1;1;0;0;0;0
627;19;1;1;0;0;0;0
660;20;1;1;0;0;0;0
693;21;0;1;0;0;0;0
726;22;0;1;1;0;0;0
759;23;0;1;1;0;0;0
792;24;0;1;1;0;0;0
825;25;0;1;1;0;0;0
858;26;0;1;1;0;0;0
891;27;0;1;1;0;0;0
924;28;0;1;1;0;0;0
957;29;0;1;1;0;0;0
990;30;0;1;1;0;0;0
1023;31;0;1;1;0;0;0
1056;32;0;1;1;0;0;0
1089;33;0;1;1;0;0;0
1122;34;0;1;1;0;0;0
1155;35;0;1;1;0;0;0
1188;36;0;0;1;0;0;0
1221;37;0;0;1;0;0;0
1254;38;0;0;1;0;0;0
1287;39;0;0;1;0;0;0
1320;40;0;0;1;0;0;0
1353;41;0;0;1;0;0;0
1386;42;0;0;1;0;0;0
1419;43;0;0;1;0;0;0
1452;44;0;0;1;0;0;0
1485;45;0;0;1;0;0;0
1518;46;0;0;1;0;0;0
1551;47;0;0;1;0;0;0
1584;48;0;0;1;1;0;0
1617;49;0;0;1;1;0;0
1650;50;0;0;1;1;0;0
1683;51;0;0;0;1;0;0
1716;52;0;0;0;1;0;0
1749;53;0;0;0;1;0;0
1782;54;0;0;0;1;0;0
1815;55;0;0;0;1;0;0
1848;56;0;0;0;1;0;0
1881;57;0;0;0;1;0;0
1914;58;0;0;0;1;0;0
1947;59;0;0;0;1;0;0
1980;60;0;0;0;1;0;0
2013;61;0;0;0;1;0;0
2046;62;0;0;0;1;1;0
2079;63;0;0;0;1;1;0
2112;64;0;0;0;1;1;0
2145;65;0;0;0;1;1;0
2178;66;0;0;0;1;1;0
2211;67;0;0;0;1;1;0
2244;68;0;0;0;1;1;0
2277;69;0;0;0;1;1;0
2310;70;0;0;0;1;1;0
2343;71;0;0;0;1;1;0
2376;72;0;0;0;1;1;0
2409;73;0;0;0;1;1;0
2442;74;0;0;0;1;1;0
2475;75;0;0;0;1;1;0
2508;76;0;0;0;0;1;0
2541;77;0;0;0;0;1;1
2574;78;0;0;0;0;1;1
2607;79;0;0;0;0;1;0
2640;80;0;0;0;0;1;1
2673;81;0;0;0;0;1;1
2706;82;0;0;0;0;1;1
2739;83;0;0;0;0;1;1
2772;84;0;0;0;0;1;1
2805;85;0;0;0;0;1;1
2838;86;0;0;0;0;1;1
2871;87;0;0;0;0;1;1
2904;88;0;0;0;0;1;1
2937;89;0;0;0;0;1;1
2970;90;0;0;0;0;0;1
3003;91;0;0;0;0;0;1
3036;92;0;0;0;0;0;1
3069;93;0;0;0;0;0;1
3102;94;0;0;0;0;0;1
3135;95;0;0;0;0;0;1
3168;96;0;0;0;0;0;1
3201;97;0;0;0;0;0;1
3234;98;0;0;0;0;0;1
3267;99;0;0;0;0;0;1
