time_stamp_ms;frame_id;morton
0;1;14683648
33;2;6292992
66;3;6292992
99;4;6292992
132;5;6292992
165;6;6292992
198;7;6292992
231;8;6292992
264;9;6292992
297;10;2097664
330;11;2097664
363;12;2097664
396;13;2097664
429;14;3146496
462;15;3146496
495;16;3146496
528;17;3146496
561;18;3146496
594;19;3146496
627;20;3146496
660;21;3146496
693;22;1048832
726;23;1048832
759;24;1048832
792;25;1573248
825;26;1573248
858;27;1573248
891;28;1573248
924;29;1573248
957;30;1573248
990;31;1573248
1023;32;1573248
1056;33;1573248
1089;34;1573248
1122;35;1573248
1155;36;1835456
1188;37;1835456
1221;38;1835456
1254;39;786624
1287;40;786624
1320;41;786624
1353;42;786624
1386;43;786624
1419;44;786624
1452;45;786624
1485;46;786624
1518;47;786624
1551;48;786624
1584;49;786624
1617;50;786624
1650;51;786624
1683;52;786624
1716;53;786624
1749;54;786624
1782;55;786624
1815;56;262208
1848;57;262208
1881;58;262208
1914;59;262208
1947;60;262208
1980;61;262208
2013;62;262208
2046;63;262208
2079;64;262208
2112;65;262208
2145;66;262208
2178;67;262208
2211;68;262208
2244;69;262208
2277;70;0
2310;71;0
2343;72;0
2376;73;0
2409;74;0
