time_stamp_ms;frame_id;morton
0;340;2097664
33;341;2097664
66;342;2097664
99;343;2097664
132;344;2097664
165;345;2097664
198;346;2097664
231;347;2097664
264;348;2097664
297;349;2097664
330;350;2097664
363;351;2097664
396;352;2097664
429;353;2097664
462;354;2097664
495;355;2097664
528;356;2097664
561;357;2097664
594;358;2097664
627;359;2097664
660;360;2097664
693;361;2097664
726;362;2097664
759;363;2097664
792;364;2097664
825;365;2097664
858;366;2097664
891;367;2097664
924;368;2097664
957;369;2097664
990;370;2097664
1023;371;2097664
1056;372;2097664
1089;373;2097664
1122;374;2097664
1155;375;2097664
1188;376;2097664
1221;377;2097664
1254;378;2097664
1287;379;2097664
1320;380;2097664
1353;381;2097664
1386;382;2097664
1419;383;2097664
1452;384;2097664
1485;385;2097664
1518;386;2097664
1551;387;2097664
1584;388;2097664
1617;389;2097664
1650;390;2097664
1683;391;2097664
1716;392;2097664
1749;393;2097664
1782;394;0
1815;395;2097664
1848;396;2097664
1881;397;2097664
1914;398;2097664
1947;399;2097664
1980;400;2097664
2013;401;2097664
2046;402;2097664
2079;403;2097664
2112;404;2097664
2145;405;2097664
2178;406;2097664
2211;407;2097664
2244;408;2097664
2277;409;2097664
2310;410;2097664
2343;411;2097664
2376;412;2097664
2409;413;2097664
2442;414;2097664
2475;415;2097664
2508;416;2097664
2541;417;2097664
2574;418;0
2607;419;0
2640;420;0
2673;421;0
2706;422;0
2739;423;0
2772;424;0
2805;425;0
2838;426;0
2871;427;0
2904;428;0
2937;429;0
2970;430;0
3003;431;0
3036;432;0
3069;433;0
3102;434;0
3135;435;1048832
3168;436;1048832
3201;437;1048832
3234;438;1048832
3267;439;1048832
3300;440;1048832
3333;441;1048832
3366;442;1048832
3399;443;1048832
3432;444;1048832
3465;445;1048832
3498;446;1048832
3531;447;1048832
3564;448;1048832
3597;449;1048832
3630;450;1048832
3663;451;1048832
3696;452;1573248
3729;453;1573248
3762;454;1573248
3795;455;1573248
3828;456;524416
3861;457;524416
3894;458;524416
3927;459;524416
3960;460;524416
3993;461;524416
4026;462;524416
4059;463;786624
4092;464;786624
4125;465;786624
4158;466;786624
4191;467;786624
4224;468;262208
4257;469;262208
4290;470;262208
4323;471;262208
4356;472;262208
4389;473;262208
4422;474;262208
4455;475;262208
4488;476;262208
4521;477;262208
4554;478;262208
