time_stamp_ms;frame_id;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;113;0;0;0;1;0;1
33;114;0;0;0;1;0;1
66;115;0;0;0;1;0;1
99;116;0;0;0;1;0;1
132;117;0;0;0;1;0;1
165;118;0;0;0;1;0;1
198;119;0;0;0;1;0;1
231;120;0;0;0;1;0;1
264;121;0;0;0;1;0;1
297;122;0;0;0;1;0;1
330;123;0;0;0;1;0;1
363;124;0;0;0;1;0;1
396;125;0;0;0;1;0;1
429;126;0;0;0;1;0;1
462;127;0;0;0;1;0;1
495;128;0;0;0;1;0;1
528;129;0;0;0;1;1;1
561;130;0;0;0;1;1;1
594;131;0;0;0;1;1;1
627;132;0;0;0;1;1;1
660;133;0;0;0;1;1;1
693;134;0;0;0;1;1;1
726;135;0;0;0;1;1;1
759;136;0;0;0;1;1;1
792;137;0;0;1;1;1;1
825;138;0;0;1;1;1;0
858;139;0;0;1;1;1;0
891;140;0;0;1;1;1;0
924;141;0;0;1;0;1;0
957;142;0;0;1;0;1;0
990;143;0;0;1;0;1;0
1023;144;0;0;1;0;1;0
1056;145;0;0;1;1;1;0
1089;146;0;0;1;1;1;0
1122;147;0;0;1;1;1;0
1155;148;0;0;1;1;1;0
1188;149;0;0;1;1;1;0
1221;150;0;0;1;1;1;0
1254;151;0;0;1;1;1;0
1287;152;0;0;1;1;0;0
1320;153;0;0;1;1;0;0
1353;154;0;0;1;1;0;0
1386;155;0;0;1;1;0;0
1419;156;0;0;1;1;0;0
1452;157;0;1;1;1;0;0
1485;158;0;1;1;1;0;0
1518;159;0;1;1;1;0;0
1551;160;0;1;1;1;0;0
1584;161;0;1;1;1;0;0
1617;162;0;1;1;1;0;0
1650;163;0;1;1;1;0;0
1683;164;0;1;1;0;0;0
1716;165;0;1;1;0;0;0
1749;166;0;1;1;0;0;0
1782;167;0;1;1;0;0;0
1815;168;0;1;1;0;0;0
1848;169;0;1;1;0;0;0
1881;170;1;1;1;0;0;0
1914;171;1;1;1;0;0;0
1947;172;1;1;1;0;0;0
1980;173;1;1;1;0;0;0
2013;174;1;1;1;0;0;0
2046;175;1;1;1;0;0;0
2079;176;1;1;1;0;0;0
2112;177;1;1;1;0;0;0
2145;178;1;1;0;0;0;0
2178;179;1;1;0;0;0;0
2211;180;1;1;0;0;0;0
2244;181;1;1;0;0;0;0
2277;182;1;1;0;0;0;0
2310;183;1;1;0;0;0;0
2343;184;1;0;0;0;0;0
2376;185;1;0;0;0;0;0
2409;186;1;0;0;0;0;0
