time_stamp_ms;frame_id;morton
0;442;0
33;443;0
66;444;0
99;445;0
132;446;0
165;447;0
198;448;0
231;449;0
264;450;0
297;451;0
330;452;0
363;453;0
396;454;0
429;455;0
462;456;0
495;457;0
528;458;0
561;459;0
594;460;0
627;461;8390656
660;462;8390656
693;463;8390656
726;464;8390656
759;465;8390656
792;466;8390656
825;467;8390656
858;468;8390656
891;469;8390656
924;470;8390656
957;471;8390656
990;472;8390656
1023;473;8390656
1056;474;8390656
1089;475;8390656
1122;476;8390656
1155;477;8390656
1188;478;8390656
1221;479;8390656
1254;480;8390656
1287;481;8390656
1320;482;12585984
1353;483;12585984
1386;484;12585984
1419;485;12585984
1452;486;12585984
1485;487;12585984
1518;488;12585984
1551;489;12585984
1584;490;4195328
1617;491;4195328
1650;492;4195328
1683;493;4195328
1716;494;4195328
1749;495;6292992
1782;496;6292992
1815;497;6292992
1848;498;6292992
1881;499;6292992
1914;500;6292992
1947;501;6292992
1980;502;6292992
2013;503;2097664
2046;504;2097664
2079;505;2097664
2112;506;2097664
2145;507;2097664
2178;508;2097664
2211;509;2097664
2244;510;2097664
2277;511;0
2310;512;0
2343;513;1048832
2376;514;1048832
2409;515;1048832
2442;516;1048832
2475;517;1048832
2508;518;1048832
2541;519;1048832
2574;520;1048832
2607;521;1048832
2640;522;1048832
2673;523;1573248
2706;524;1573248
2739;525;1573248
2772;526;1573248
2805;527;1573248
2838;528;1573248
2871;529;1573248
2904;530;524416
2937;531;786624
2970;532;786624
3003;533;786624
3036;534;786624
3069;535;786624
3102;536;786624
3135;537;786624
3168;538;786624
3201;539;262208
3234;540;262208
3267;541;262208
3300;542;262208
3333;543;262208
3366;544;262208
3399;545;262208
3432;546;262208
3465;547;262208
