time_stamp_ms;frame_id;morton
0;1;8390656
33;2;8390656
66;3;8390656
99;4;8390656
132;5;8390656
165;6;8390656
198;7;8390656
231;8;8390656
264;9;8390656
297;10;8390656
330;11;8390656
363;12;8390656
396;13;8390656
429;14;8390656
462;15;8390656
495;16;8390656
528;17;8390656
561;18;8390656
594;19;8390656
627;20;8390656
660;21;8390656
693;22;8390656
726;23;8390656
759;24;8390656
792;25;8390656
825;26;8390656
858;27;8390656
891;28;8390656
924;29;8390656
957;30;8390656
990;31;8390656
1023;32;8390656
1056;33;8390656
1089;34;8390656
1122;35;8390656
1155;36;8390656
1188;37;8390656
1221;38;8390656
1254;39;8390656
1287;40;8390656
1320;41;8390656
1353;42;8390656
1386;43;8390656
1419;44;8390656
1452;45;12585984
1485;46;12585984
1518;47;12585984
1551;48;12585984
1584;49;12585984
1617;50;12585984
1650;51;12585984
1683;52;12585984
1716;53;12585984
1749;54;12585984
1782;55;12585984
1815;56;12585984
1848;57;12585984
1881;58;12585984
1914;59;12585984
1947;60;12585984
1980;61;12585984
2013;62;12585984
2046;63;12585984
2079;64;12585984
2112;65;4195328
2145;66;4195328
2178;67;4195328
2211;68;4195328
2244;69;4195328
2277;70;4195328
2310;71;4195328
2343;72;4195328
2376;73;6292992
2409;74;6292992
2442;75;6292992
2475;76;6555200
2508;77;6555200
2541;78;14945856
2574;79;14945856
2607;80;14945856
2640;81;14945856
2673;82;14945856
2706;83;14945856
2739;84;14945856
2772;85;14945856
2805;86;14945856
2838;87;10750528
2871;88;10750528
2904;89;10750528
2937;90;11274944
2970;91;11274944
3003;92;11274944
3036;93;11274944
3069;94;11274944
3102;95;11274944
3135;96;11274944
3168;97;11274944
3201;98;11274944
3234;99;11274944
3267;100;11274944
3300;101;11012736
3333;102;11012736
3366;103;12061568
3399;104;12061568
3432;105;9963904
3465;106;9963904
3498;107;9963904
3531;108;9963904
3564;109;9963904
3597;110;9963904
3630;111;14159232
3663;112;14159232
3696;113;14159232
3729;114;13634816
3762;115;13634816
3795;116;13634816
3828;117;13634816
3861;118;13634816
3894;119;13634816
3927;120;13634816
3960;121;13634816
3993;122;15732480
4026;123;15732480
4059;124;15732480
4092;125;15732480
4125;126;15732480
4158;127;15732480
4191;128;14683648
4224;129;14683648
4257;130;14683648
4290;131;14683648
4323;132;6292992
4356;133;6292992
4389;134;6292992
4422;135;6292992
4455;136;6292992
4488;137;6292992
4521;138;6292992
4554;139;6292992
4587;140;6292992
4620;141;6292992
4653;142;6292992
4686;143;6292992
4719;144;6292992
4752;145;6292992
4785;146;6292992
4818;147;6292992
4851;148;6292992
4884;149;6292992
4917;150;14683648
4950;151;14683648
4983;152;14683648
5016;153;14683648
5049;154;14683648
5082;155;14683648
5115;156;14683648
5148;157;14683648
5181;158;14683648
5214;159;14683648
5247;160;14683648
5280;161;14683648
5313;162;14683648
5346;163;14683648
5379;164;14683648
5412;165;14683648
5445;166;10488320
5478;167;10488320
5511;168;10488320
5544;169;10488320
5577;170;11537152
5610;171;11537152
5643;172;11537152
5676;173;11537152
5709;174;9439488
5742;175;9439488
5775;176;9439488
5808;177;9439488
5841;178;9439488
5874;179;9439488
5907;180;9439488
5940;181;9439488
5973;182;9439488
6006;183;9439488
6039;184;9439488
6072;185;9439488
6105;186;9439488
6138;187;9963904
6171;188;9963904
6204;189;9963904
6237;190;9963904
6270;191;9963904
6303;192;9963904
6336;193;9963904
6369;194;1573248
6402;195;1573248
6435;196;1573248
6468;197;1573248
6501;198;1573248
6534;199;524416
6567;200;524416
6600;201;524416
6633;202;524416
6666;203;786624
6699;204;786624
6732;205;786624
6765;206;786624
6798;207;786624
6831;208;786624
6864;209;786624
6897;210;786624
6930;211;786624
6963;212;786624
6996;213;786624
7029;214;262208
7062;215;262208
7095;216;262208
7128;217;262208
7161;218;262208
7194;219;262208
7227;220;262208
7260;221;262208
7293;222;262208
7326;223;262208
7359;224;262208
7392;225;262208
7425;226;0
7458;227;0
7491;228;0
7524;229;0
7557;230;0
7590;231;0
7623;232;0
7656;233;0
7689;234;0
7722;235;0
7755;236;0
7788;237;0
7821;238;0
7854;239;0
