time_stamp_ms;frame_id;morton
0;96;0
33;97;0
66;98;0
99;99;0
132;100;0
165;101;0
198;102;0
231;103;0
264;104;0
297;105;0
330;106;0
363;107;0
396;108;0
429;109;0
462;110;0
495;111;0
528;112;0
561;113;0
594;114;0
627;115;0
660;116;0
693;117;0
726;118;0
759;119;0
792;120;0
825;121;0
858;122;0
891;123;0
924;124;0
957;125;0
990;126;0
1023;127;0
1056;128;0
1089;129;0
1122;130;0
1155;131;0
1188;132;0
1221;133;0
1254;134;0
1287;135;0
1320;136;0
1353;137;0
1386;138;0
1419;139;0
1452;140;0
1485;141;0
1518;142;0
1551;143;0
1584;144;0
1617;145;0
1650;146;0
1683;147;0
1716;148;0
1749;149;0
1782;150;0
1815;151;262208
1848;152;262208
1881;153;262208
1914;154;262208
1947;155;262208
1980;156;262208
2013;157;262208
2046;158;262208
2079;159;262208
2112;160;262208
2145;161;262208
2178;162;262208
2211;163;786624
2244;164;786624
2277;165;786624
2310;166;786624
2343;167;786624
2376;168;786624
2409;169;786624
2442;170;786624
2475;171;786624
2508;172;786624
2541;173;524416
2574;174;524416
2607;175;1573248
2640;176;1573248
2673;177;1573248
2706;178;1573248
2739;179;1573248
2772;180;1573248
2805;181;1573248
2838;182;1573248
2871;183;1573248
2904;184;1573248
2937;185;1573248
2970;186;1573248
3003;187;1048832
3036;188;1048832
3069;189;1048832
3102;190;1048832
3135;191;1048832
3168;192;1048832
3201;193;1048832
3234;194;1048832
3267;195;1048832
3300;196;1048832
3333;197;1048832
3366;198;1048832
3399;199;1048832
3432;200;1048832
3465;201;1048832
3498;202;3146496
3531;203;2097664
3564;204;2097664
3597;205;2097664
3630;206;2097664
3663;207;2097664
3696;208;2097664
3729;209;2097664
3762;210;2097664
3795;211;2097664
3828;212;2097664
3861;213;2097664
3894;214;2097664
3927;215;2097664
3960;216;2097664
3993;217;2097664
4026;218;2097664
4059;219;2097664
4092;220;2097664
4125;221;6292992
4158;222;6292992
4191;223;2097664
4224;224;2097664
4257;225;6292992
4290;226;6292992
4323;227;6292992
4356;228;6292992
4389;229;6292992
4422;230;6292992
4455;231;6292992
4488;232;6292992
4521;233;6292992
4554;234;6292992
4587;235;6292992
4620;236;6292992
4653;237;6292992
4686;238;6292992
4719;239;6292992
4752;240;6292992
4785;241;6292992
4818;242;6292992
4851;243;6292992
4884;244;4195328
4917;245;4195328
4950;246;4195328
4983;247;4195328
5016;248;4195328
5049;249;4195328
5082;250;4195328
5115;251;4195328
5148;252;4195328
5181;253;4195328
5214;254;4195328
5247;255;4195328
5280;256;4195328
5313;257;4195328
5346;258;4195328
5379;259;12585984
5412;260;12585984
5445;261;12585984
5478;262;12585984
5511;263;12585984
5544;264;12585984
5577;265;12585984
5610;266;12585984
5643;267;12585984
5676;268;12585984
5709;269;12585984
5742;270;12585984
5775;271;12585984
5808;272;12585984
5841;273;12585984
5874;274;12585984
5907;275;12585984
