time_stamp_ms;frame_id;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;176;0;0;0;0;0;1
33;177;0;0;0;0;0;1
66;178;0;0;0;0;0;1
99;179;0;0;0;0;0;1
132;180;0;0;0;0;0;1
165;181;0;0;0;0;0;1
198;182;0;0;0;0;0;1
231;183;0;0;0;0;0;1
264;184;0;0;0;0;0;1
297;185;0;0;0;0;0;1
330;186;0;0;0;0;0;1
363;187;0;0;0;0;0;1
396;188;0;0;0;0;0;1
429;189;0;0;0;0;1;1
462;190;0;0;0;0;1;1
495;191;0;0;0;0;1;1
528;192;0;0;0;0;1;1
561;193;0;0;0;0;1;1
594;194;0;0;0;0;1;1
627;195;0;0;0;0;1;1
660;196;0;0;0;0;1;1
693;197;0;0;0;0;1;1
726;198;0;0;0;0;1;1
759;199;0;0;0;0;1;1
792;200;0;0;0;0;1;1
825;201;0;0;0;0;1;1
858;202;0;0;0;1;1;1
891;203;0;0;0;1;1;1
924;204;0;0;0;1;1;1
957;205;0;0;0;1;1;1
990;206;0;0;0;1;1;1
1023;207;0;0;0;1;1;1
1056;208;0;0;0;1;1;1
1089;209;0;0;0;1;1;1
1122;210;0;0;0;1;1;1
1155;211;0;0;0;1;1;1
1188;212;0;0;0;1;1;1
1221;213;0;0;0;1;1;1
1254;214;0;0;0;1;1;1
1287;215;0;0;0;1;1;1
1320;216;0;0;0;1;1;1
1353;217;0;0;0;1;1;0
1386;218;0;0;0;1;1;0
1419;219;0;0;0;1;1;0
1452;220;0;0;0;1;1;0
1485;221;0;0;0;1;1;0
1518;222;0;0;1;1;1;0
1551;223;0;0;1;1;1;0
1584;224;0;0;1;1;1;0
1617;225;0;0;1;1;1;0
1650;226;0;0;1;1;1;0
1683;227;0;0;1;1;0;0
1716;228;0;0;1;1;0;0
1749;229;0;0;1;1;0;0
1782;230;0;0;1;1;0;0
1815;231;0;0;1;1;0;0
1848;232;0;1;1;1;0;0
1881;233;0;1;1;1;0;0
1914;234;0;1;1;1;0;0
1947;235;0;1;1;1;0;0
1980;236;0;1;1;0;0;0
2013;237;0;1;1;0;0;0
2046;238;0;1;1;0;0;0
2079;239;0;1;1;0;0;0
2112;240;0;1;1;0;0;0
2145;241;0;1;1;0;0;0
2178;242;1;1;1;0;0;0
2211;243;1;1;1;0;0;0
2244;244;1;1;1;0;0;0
2277;245;1;1;1;0;0;0
2310;246;1;1;1;0;0;0
2343;247;1;1;1;0;0;0
2376;248;1;1;1;0;0;0
2409;249;1;1;1;0;0;0
2442;250;1;1;0;0;0;0
2475;251;1;1;0;0;0;0
2508;252;1;1;0;0;0;0
2541;253;1;1;0;0;0;0
2574;254;1;1;0;0;0;0
2607;255;1;1;0;0;0;0
2640;256;1;1;0;0;0;0
2673;257;1;1;0;0;0;0
2706;258;1;1;0;0;0;0
2739;259;1;1;0;0;0;0
2772;260;1;0;0;0;0;0
2805;261;1;0;0;0;0;0
2838;262;1;0;0;0;0;0
2871;263;1;0;0;0;0;0
2904;264;1;0;0;0;0;0
2937;265;1;0;0;0;0;0
2970;266;0;0;0;0;0;0
3003;267;0;0;0;0;0;0
3036;268;0;0;0;0;0;0
3069;269;0;0;0;0;0;0
3102;270;0;0;0;0;0;0
