time_stamp_ms;frame_id;morton
0;621;8390656
33;622;8390656
66;623;8390656
99;624;12585984
132;625;12585984
165;626;12585984
198;627;12585984
231;628;12585984
264;629;12585984
297;630;12585984
330;631;12585984
363;632;12585984
396;633;12585984
429;634;14683648
462;635;14683648
495;636;6292992
528;637;6292992
561;638;6292992
594;639;6292992
627;640;6292992
660;641;6292992
693;642;6292992
726;643;6292992
759;644;6292992
792;645;6292992
825;646;6292992
858;647;7341824
891;648;6292992
924;649;6292992
957;650;7341824
990;651;3146496
1023;652;3146496
1056;653;3146496
1089;654;3146496
1122;655;3146496
1155;656;3146496
1188;657;3146496
1221;658;3146496
1254;659;3146496
1287;660;3146496
1320;661;3146496
1353;662;3146496
1386;663;3146496
1419;664;3146496
1452;665;3146496
1485;666;3146496
1518;667;1048832
1551;668;1573248
1584;669;1573248
1617;670;1573248
1650;671;1573248
1683;672;1573248
1716;673;1573248
1749;674;1573248
1782;675;1573248
1815;676;1573248
1848;677;1835456
1881;678;1835456
1914;679;1835456
1947;680;1835456
1980;681;1835456
2013;682;1835456
2046;683;1835456
2079;684;1835456
2112;685;1835456
2145;686;1835456
2178;687;1835456
2211;688;1835456
2244;689;1835456
2277;690;786624
2310;691;786624
2343;692;786624
2376;693;786624
2409;694;786624
2442;695;786624
2475;696;786624
2508;697;786624
2541;698;786624
2574;699;786624
2607;700;786624
2640;701;786624
2673;702;786624
2706;703;786624
2739;704;786624
2772;705;786624
2805;706;786624
2838;707;786624
2871;708;262208
2904;709;262208
2937;710;262208
2970;711;262208
3003;712;262208
3036;713;262208
3069;714;262208
3102;715;262208
3135;716;262208
3168;717;262208
3201;718;262208
3234;719;262208
3267;720;262208
3300;721;262208
3333;722;262208
3366;723;262208
3399;724;262208
3432;725;262208
3465;726;262208
3498;727;262208
3531;728;262208
3564;729;262208
3597;730;262208
