time_stamp_ms;frame_id;morton
0;232;1048832
33;233;1048832
66;234;1048832
99;235;1048832
132;236;1048832
165;237;1048832
198;238;1048832
231;239;1048832
264;240;1048832
297;241;1048832
330;242;0
363;243;0
396;244;0
429;245;0
462;246;1048832
495;247;1048832
528;248;1048832
561;249;1048832
594;250;1048832
627;251;1048832
660;252;1048832
693;253;1048832
726;254;1048832
759;255;1048832
792;256;1048832
825;257;1048832
858;258;1048832
891;259;1048832
924;260;1048832
957;261;1048832
990;262;1048832
1023;263;1048832
1056;264;1048832
1089;265;1048832
1122;266;1048832
1155;267;1048832
1188;268;1048832
1221;269;1048832
1254;270;1048832
1287;271;1048832
1320;272;1048832
1353;273;1048832
1386;274;1048832
1419;275;1048832
1452;276;1048832
1485;277;1048832
1518;278;1048832
1551;279;1048832
1584;280;1048832
1617;281;1048832
1650;282;1048832
1683;283;1048832
1716;284;1048832
1749;285;1048832
1782;286;1048832
1815;287;1048832
1848;288;1048832
1881;289;1048832
1914;290;1048832
1947;291;1048832
1980;292;1048832
2013;293;1048832
2046;294;1048832
2079;295;1048832
2112;296;1048832
2145;297;1048832
2178;298;1048832
2211;299;1048832
2244;300;1048832
2277;301;1048832
2310;302;1048832
2343;303;1048832
2376;304;1048832
2409;305;1048832
2442;306;1048832
2475;307;1048832
2508;308;1048832
2541;309;1048832
2574;310;1048832
2607;311;1048832
2640;312;1048832
2673;313;1048832
2706;314;1048832
2739;315;1048832
2772;316;1048832
2805;317;1048832
2838;318;1048832
2871;319;1048832
2904;320;1048832
2937;321;1048832
2970;322;1048832
3003;323;1048832
3036;324;1048832
3069;325;1048832
3102;326;1048832
3135;327;1048832
3168;328;1048832
3201;329;1048832
3234;330;1048832
3267;331;1048832
3300;332;1048832
3333;333;1048832
3366;334;1048832
3399;335;1048832
3432;336;1048832
3465;337;1048832
3498;338;1048832
3531;339;1048832
3564;340;1048832
3597;341;1048832
3630;342;1048832
3663;343;1048832
3696;344;1048832
3729;345;1048832
3762;346;1048832
3795;347;1048832
3828;348;1048832
3861;349;1048832
3894;350;1048832
3927;351;1048832
3960;352;1048832
3993;353;1048832
4026;354;1048832
4059;355;1048832
4092;356;1048832
4125;357;1048832
4158;358;1048832
4191;359;1048832
4224;360;1048832
4257;361;1048832
4290;362;1048832
4323;363;1048832
4356;364;1048832
4389;365;1048832
4422;366;1048832
4455;367;1048832
4488;368;1048832
4521;369;1048832
4554;370;1048832
4587;371;1048832
4620;372;1048832
4653;373;1048832
4686;374;3146496
4719;375;3146496
4752;376;3146496
4785;377;3146496
4818;378;3146496
4851;379;3146496
4884;380;3146496
4917;381;3146496
4950;382;3146496
4983;383;3146496
5016;384;3146496
5049;385;3146496
5082;386;3146496
5115;387;3146496
5148;388;3146496
5181;389;3146496
5214;390;3146496
5247;391;3146496
5280;392;3146496
5313;393;3146496
5346;394;2097664
5379;395;2097664
5412;396;2097664
5445;397;2097664
5478;398;2097664
5511;399;2097664
5544;400;2097664
5577;401;2097664
5610;402;6292992
5643;403;6292992
5676;404;6292992
5709;405;6292992
5742;406;6292992
5775;407;6292992
5808;408;6292992
5841;409;6292992
5874;410;6292992
5907;411;6292992
5940;412;6292992
5973;413;6292992
6006;414;6292992
6039;415;6292992
6072;416;6292992
6105;417;14683648
6138;418;14683648
6171;419;14683648
6204;420;14683648
6237;421;14683648
6270;422;14683648
6303;423;14683648
6336;424;10488320
6369;425;10488320
6402;426;10488320
6435;427;10488320
6468;428;10488320
6501;429;10488320
6534;430;10488320
6567;431;10488320
6600;432;10488320
6633;433;10488320
6666;434;10488320
6699;435;10488320
6732;436;2097664
6765;437;2097664
6798;438;2097664
6831;439;2097664
6864;440;0
6897;441;2097664
6930;442;6292992
6963;443;6292992
6996;444;6292992
7029;445;6292992
7062;446;6292992
7095;447;6292992
7128;448;6292992
7161;449;6292992
7194;450;6292992
7227;451;6292992
7260;452;4195328
7293;453;4195328
7326;454;4195328
7359;455;4195328
7392;456;0
7425;457;4195328
7458;458;4195328
7491;459;4195328
7524;460;12585984
7557;461;12585984
7590;462;12585984
7623;463;12585984
7656;464;12585984
7689;465;12585984
7722;466;12585984
7755;467;12585984
7788;468;12585984
7821;469;0
7854;470;0
7887;471;8390656
7920;472;8390656
7953;473;8390656
7986;474;8390656
8019;475;8390656
8052;476;8390656
8085;477;8390656
8118;478;8390656
