time_stamp_ms;frame_id;morton
0;434;1048832
33;435;1048832
66;436;1048832
99;437;1048832
132;438;1048832
165;439;1048832
198;440;1048832
231;441;1048832
264;442;1048832
297;443;1048832
330;444;1048832
363;445;1048832
396;446;1048832
429;447;1048832
462;448;1048832
495;449;1048832
528;450;1048832
561;451;1048832
594;452;1048832
627;453;1048832
660;454;1048832
693;455;1048832
726;456;1048832
759;457;1048832
792;458;1048832
825;459;1048832
858;460;1048832
891;461;1048832
924;462;1048832
957;463;1048832
990;464;1048832
1023;465;1048832
1056;466;1048832
1089;467;1048832
1122;468;1048832
1155;469;1048832
1188;470;1048832
1221;471;1048832
1254;472;1048832
1287;473;1048832
1320;474;1048832
1353;475;1048832
1386;476;1048832
1419;477;1048832
1452;478;1048832
1485;479;1048832
1518;480;1048832
1551;481;1048832
1584;482;1048832
1617;483;1048832
1650;484;1048832
1683;485;1048832
1716;486;1048832
1749;487;1048832
1782;488;1048832
1815;489;1048832
1848;490;1048832
1881;491;1048832
1914;492;1048832
1947;493;1048832
1980;494;1048832
2013;495;1048832
2046;496;1048832
2079;497;1048832
2112;498;1048832
2145;499;1048832
2178;500;1048832
2211;501;1048832
2244;502;1048832
2277;503;1048832
2310;504;1048832
2343;505;1048832
2376;506;1048832
2409;507;1048832
2442;508;1048832
2475;509;1048832
2508;510;1048832
2541;511;1048832
2574;512;1048832
2607;513;1048832
2640;514;1048832
2673;515;1048832
2706;516;1048832
2739;517;1048832
2772;518;1048832
2805;519;1048832
2838;520;1048832
2871;521;1048832
2904;522;1048832
2937;523;1048832
2970;524;1048832
3003;525;1048832
3036;526;1048832
3069;527;1048832
3102;528;1048832
3135;529;0
3168;530;0
3201;531;0
3234;532;0
3267;533;0
3300;534;0
3333;535;0
3366;536;0
3399;537;0
3432;538;2097664
3465;539;2097664
3498;540;2097664
3531;541;2097664
3564;542;2097664
3597;543;2097664
3630;544;2097664
3663;545;2097664
3696;546;2097664
3729;547;2097664
3762;548;2097664
3795;549;2097664
3828;550;2097664
3861;551;2097664
3894;552;2097664
3927;553;2097664
3960;554;2097664
3993;555;2097664
4026;556;2097664
4059;557;2097664
4092;558;2097664
4125;559;2097664
4158;560;2097664
4191;561;2097664
4224;562;2097664
4257;563;2097664
4290;564;2097664
4323;565;2097664
4356;566;2097664
4389;567;2097664
4422;568;2097664
4455;569;2097664
4488;570;2097664
4521;571;6292992
4554;572;6292992
4587;573;6292992
4620;574;6292992
4653;575;6292992
4686;576;6292992
4719;577;6292992
4752;578;6292992
4785;579;6292992
4818;580;6292992
4851;581;6292992
4884;582;6292992
4917;583;6292992
4950;584;6292992
4983;585;6292992
5016;586;6292992
5049;587;6292992
5082;588;6292992
5115;589;6292992
5148;590;6292992
5181;591;6292992
5214;592;4195328
5247;593;4195328
5280;594;4195328
5313;595;4195328
5346;596;12585984
5379;597;12585984
5412;598;12585984
5445;599;12585984
5478;600;12585984
5511;601;12585984
5544;602;12585984
5577;603;12585984
5610;604;12585984
5643;605;12585984
5676;606;12585984
5709;607;12585984
5742;608;12585984
5775;609;8390656
5808;610;8390656
5841;611;8390656
5874;612;8390656
5907;613;8390656
5940;614;8390656
5973;615;8390656
6006;616;8390656
6039;617;8390656
6072;618;8390656
6105;619;8390656
6138;620;8390656
6171;621;8390656
6204;622;8390656
6237;623;8390656
6270;624;0
6303;625;0
6336;626;0
6369;627;0
6402;628;0
6435;629;0
6468;630;0
6501;631;0
6534;632;0
6567;633;0
6600;634;0
6633;635;0
6666;636;0
