time_stamp_ms;frame_id;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;22;1;1;0;0;0;0
33;23;1;1;1;0;0;0
66;24;1;1;1;0;0;0
99;25;1;1;1;0;0;0
132;26;1;1;1;0;0;0
165;27;1;1;1;0;0;0
198;28;1;0;1;0;0;0
231;29;1;0;1;0;0;0
264;30;1;0;1;0;0;0
297;31;1;1;1;0;0;0
330;32;1;1;1;0;0;0
363;33;1;1;1;0;0;0
396;34;1;1;1;0;0;0
429;35;1;1;1;0;0;0
462;36;1;1;1;0;0;0
495;37;1;1;1;0;0;0
528;38;0;1;1;0;0;0
561;39;0;1;1;0;0;0
594;40;0;1;1;0;0;0
627;41;0;1;1;0;0;0
660;42;0;1;1;0;0;0
693;43;0;1;1;1;0;0
726;44;0;1;1;1;0;0
759;45;0;1;1;1;0;0
792;46;0;1;1;1;0;0
825;47;0;0;1;1;0;0
858;48;0;0;1;1;0;0
891;49;0;0;1;1;0;0
924;50;0;0;1;1;0;0
957;51;0;0;1;1;0;0
990;52;0;0;1;1;0;0
1023;53;0;0;1;1;0;0
1056;54;0;0;1;1;0;0
1089;55;0;0;0;1;1;0
1122;56;0;0;0;1;1;0
1155;57;0;0;0;1;1;0
1188;58;0;0;0;1;1;0
1221;59;0;0;0;1;1;0
1254;60;0;0;0;1;1;0
1287;61;0;0;0;1;1;0
1320;62;0;0;0;1;1;0
1353;63;0;0;0;1;1;0
1386;64;0;0;0;1;1;0
1419;65;0;0;0;1;1;0
1452;66;0;0;0;1;1;0
1485;67;0;0;0;1;1;0
1518;68;0;0;0;0;1;0
1551;69;0;0;0;0;1;0
1584;70;0;0;0;0;1;1
1617;71;0;0;0;0;1;1
1650;72;0;0;0;0;1;1
1683;73;0;0;0;0;1;1
1716;74;0;0;0;0;1;1
1749;75;0;0;0;0;1;1
1782;76;0;0;0;0;1;1
1815;77;0;0;0;0;0;1
1848;78;0;0;0;0;0;1
1881;79;0;0;0;0;0;1
1914;80;0;0;0;0;0;1
1947;81;0;0;0;0;0;1
1980;82;0;0;0;0;0;1
2013;83;0;0;0;0;0;1
2046;84;0;0;0;0;0;1
2079;85;0;0;0;0;0;1
2112;86;0;0;0;0;0;1
