time_stamp_ms;frame_id;morton
0;618;0
33;619;0
66;620;0
99;621;0
132;622;0
165;623;0
198;624;262208
231;625;262208
264;626;262208
297;627;262208
330;628;262208
363;629;262208
396;630;262208
429;631;262208
462;632;262208
495;633;262208
528;634;262208
561;635;262208
594;636;262208
627;637;262208
660;638;262208
693;639;262208
726;640;262208
759;641;786624
792;642;786624
825;643;786624
858;644;786624
891;645;786624
924;646;786624
957;647;786624
990;648;786624
1023;649;786624
1056;650;786624
1089;651;786624
1122;652;786624
1155;653;786624
1188;654;1835456
1221;655;1835456
1254;656;1835456
1287;657;1835456
1320;658;1573248
1353;659;1573248
1386;660;1573248
1419;661;1573248
1452;662;1573248
1485;663;1573248
1518;664;1573248
1551;665;1573248
1584;666;1573248
1617;667;1573248
1650;668;1573248
1683;669;1573248
1716;670;1573248
1749;671;1573248
1782;672;1048832
1815;673;1048832
1848;674;1048832
1881;675;1048832
1914;676;3146496
1947;677;3146496
1980;678;3146496
2013;679;3146496
2046;680;3146496
2079;681;3146496
2112;682;3146496
2145;683;3146496
2178;684;2097664
2211;685;2097664
2244;686;2097664
2277;687;2097664
2310;688;6292992
2343;689;6292992
2376;690;6292992
2409;691;6292992
2442;692;6292992
2475;693;6292992
2508;694;6292992
2541;695;6292992
2574;696;6292992
2607;697;6292992
2640;698;6292992
2673;699;6292992
2706;700;6292992
2739;701;6292992
2772;702;14683648
2805;703;14683648
2838;704;14683648
2871;705;12585984
2904;706;12585984
2937;707;12585984
2970;708;12585984
3003;709;12585984
3036;710;12585984
3069;711;12585984
3102;712;12585984
3135;713;0
3168;714;0
3201;715;0
3234;716;0
3267;717;0
3300;718;0
3333;719;0
