time_stamp_ms;frame_id;morton
0;801;1573248
33;802;1573248
66;803;1573248
99;804;1573248
132;805;1573248
165;806;1048832
198;807;1048832
231;808;1048832
264;809;1048832
297;810;1048832
330;811;1048832
363;812;1048832
396;813;1048832
429;814;1048832
462;815;1048832
495;816;1048832
528;817;1048832
561;818;1048832
594;819;1048832
627;820;1048832
660;821;1048832
693;822;1048832
726;823;1048832
759;824;1048832
792;825;1048832
825;826;2097664
858;827;2097664
891;828;2097664
924;829;2097664
957;830;2097664
990;831;2097664
1023;832;2097664
1056;833;2097664
1089;834;2097664
1122;835;2097664
1155;836;2097664
1188;837;2097664
1221;838;2097664
1254;839;2097664
1287;840;2097664
1320;841;2097664
1353;842;6292992
1386;843;6292992
1419;844;6292992
1452;845;6292992
1485;846;6292992
1518;847;6292992
1551;848;6292992
1584;849;6292992
1617;850;6292992
1650;851;6292992
1683;852;4195328
1716;853;4195328
1749;854;4195328
1782;855;4195328
1815;856;4195328
1848;857;12585984
1881;858;12585984
1914;859;12585984
1947;860;12585984
1980;861;12585984
2013;862;12585984
2046;863;12585984
2079;864;12585984
2112;865;12585984
2145;866;12585984
2178;867;12585984
2211;868;8390656
2244;869;8390656
2277;870;8390656
2310;871;8390656
2343;872;8390656
2376;873;8390656
2409;874;8390656
2442;875;8390656
