time_stamp_ms;frame_id;cell_0;cell_1;cell_2;cell_3;cell_4;cell_5
0;529;0;0;0;0;0;0
33;530;0;0;0;0;0;0
66;531;0;0;0;0;0;0
99;532;0;0;0;0;0;0
132;533;0;0;0;0;0;0
165;534;0;0;0;0;0;0
198;535;0;0;0;0;0;0
231;536;0;0;0;0;0;0
264;537;0;0;0;0;0;0
297;538;0;0;0;0;0;0
330;539;0;0;0;0;0;0
363;540;0;0;0;0;0;0
396;541;0;0;0;0;0;0
429;542;0;0;0;0;0;0
462;543;0;0;0;0;0;0
495;544;0;0;0;0;0;0
528;545;0;0;0;0;0;0
561;546;0;0;0;0;0;0
594;547;0;0;0;0;0;0
627;548;0;0;0;0;0;0
660;549;0;0;0;0;0;0
693;550;0;0;0;0;0;0
726;551;0;0;0;0;0;0
759;552;0;0;0;0;0;0
792;553;0;0;0;0;0;0
825;554;0;0;0;0;0;0
858;555;0;0;0;0;0;0
891;556;0;0;0;0;0;0
924;557;0;0;0;0;0;0
957;558;0;0;0;0;0;0
990;559;0;0;0;0;0;0
1023;560;0;0;0;0;0;0
1056;561;0;0;0;0;0;0
1089;562;0;0;0;0;0;0
1122;563;0;0;0;0;0;0
1155;564;0;0;0;0;0;0
1188;565;0;0;0;0;0;0
1221;566;0;0;0;0;0;0
1254;567;0;0;0;0;0;0
1287;568;0;0;0;0;0;0
1320;569;0;0;0;0;0;0
1353;570;0;0;0;0;0;0
1386;571;0;0;0;0;0;0
1419;572;0;0;0;0;0;0
1452;573;0;0;0;0;0;0
1485;574;0;0;0;0;0;0
1518;575;0;0;0;0;0;0
1551;576;0;0;0;0;0;0
1584;577;0;0;0;0;0;0
1617;578;1;0;0;0;0;0
1650;579;1;0;0;0;0;0
1683;580;1;0;0;0;0;0
1716;581;1;0;0;0;0;0
1749;582;1;0;0;0;0;0
1782;583;1;0;0;0;0;0
1815;584;1;0;0;0;0;0
1848;585;1;0;0;0;0;0
1881;586;1;0;0;0;0;0
1914;587;1;0;0;0;0;0
1947;588;1;0;0;0;0;0
1980;589;1;0;0;0;0;0
2013;590;1;0;0;0;0;0
2046;591;1;0;0;0;0;0
2079;592;1;0;0;0;0;0
2112;593;1;0;0;0;0;0
2145;594;1;0;0;0;0;0
2178;595;1;0;0;0;0;0
2211;596;1;1;0;0;0;0
2244;597;1;1;0;0;0;0
2277;598;1;1;0;0;0;0
2310;599;1;1;0;0;0;0
2343;600;1;1;0;0;0;0
2376;601;1;1;0;0;0;0
2409;602;1;1;0;0;0;0
2442;603;1;1;0;0;0;0
2475;604;1;1;0;0;0;0
2508;605;0;0;0;0;0;0
2541;606;0;0;0;0;0;0
2574;607;1;1;0;0;0;0
2607;608;1;1;0;0;0;0
2640;609;0;1;0;0;0;0
2673;610;0;1;0;0;0;0
2706;611;0;1;1;0;0;0
2739;612;0;1;1;0;0;0
2772;613;0;1;1;0;0;0
2805;614;0;1;1;0;0;0
2838;615;0;1;1;0;0;0
2871;616;0;1;1;0;0;0
2904;617;0;1;1;0;0;0
2937;618;0;1;1;0;0;0
2970;619;0;1;1;0;0;0
3003;620;0;1;1;0;0;0
3036;621;0;1;1;0;0;0
3069;622;0;1;1;0;0;0
3102;623;0;0;1;0;0;0
3135;624;0;0;1;0;0;0
3168;625;0;0;1;0;0;0
3201;626;0;0;1;0;0;0
3234;627;0;0;1;0;0;0
3267;628;0;0;1;0;0;0
3300;629;0;0;1;0;0;0
3333;630;0;0;1;0;0;0
3366;631;0;0;1;0;0;0
3399;632;0;0;1;1;0;0
3432;633;0;0;1;1;0;0
3465;634;0;0;1;1;0;0
3498;635;0;0;1;1;0;0
3531;636;0;0;0;1;0;0
3564;637;0;0;0;1;0;0
3597;638;0;0;0;1;0;0
3630;639;0;0;0;1;0;0
3663;640;0;0;0;1;0;0
3696;641;0;0;0;1;0;0
3729;642;0;0;0;1;0;0
3762;643;0;0;0;1;0;0
3795;644;0;0;0;1;1;0
3828;645;0;0;0;1;1;0
3861;646;0;0;0;1;1;0
3894;647;0;0;0;1;1;0
3927;648;0;0;0;1;1;0
3960;649;0;0;0;1;1;0
3993;650;0;0;0;1;1;0
4026;651;0;0;0;1;1;0
4059;652;0;0;0;1;1;0
4092;653;0;0;0;1;1;0
4125;654;0;0;0;1;1;0
4158;655;0;0;0;1;1;0
4191;656;0;0;0;1;1;0
4224;657;0;0;0;0;1;0
4257;658;0;0;0;0;1;1
4290;659;0;0;0;0;1;1
4323;660;0;0;0;0;1;1
4356;661;0;0;0;0;1;1
4389;662;0;0;0;0;1;1
4422;663;0;0;0;0;1;1
4455;664;0;0;0;0;1;1
4488;665;0;0;0;0;1;1
4521;666;0;0;0;0;1;1
4554;667;0;0;0;0;1;1
4587;668;0;0;0;0;1;1
4620;669;0;0;0;0;1;1
4653;670;0;0;0;0;1;1
4686;671;0;0;0;0;1;1
4719;672;0;0;0;0;1;1
4752;673;0;0;0;0;1;1
4785;674;0;0;0;0;1;1
4818;675;0;0;0;0;1;1
4851;676;0;0;0;0;0;1
4884;677;0;0;0;0;0;1
4917;678;0;0;0;0;0;1
4950;679;0;0;0;0;0;1
4983;680;0;0;0;0;0;1
5016;681;0;0;0;0;0;1
5049;682;0;0;0;0;0;1
5082;683;0;0;0;0;0;1
5115;684;0;0;0;0;0;1
5148;685;0;0;0;0;0;1
5181;686;0;0;0;0;0;1
5214;687;0;0;0;0;0;1
5247;688;0;0;0;0;0;1
5280;689;0;0;0;0;0;1
5313;690;0;0;0;0;0;1
5346;691;0;0;0;0;0;1
5379;692;0;0;0;0;0;1
5412;693;0;0;0;0;0;1
5445;694;0;0;0;0;0;1
