time_stamp_ms;frame_id;morton
0;571;12585984
33;572;12585984
66;573;12585984
99;574;12585984
132;575;12585984
165;576;12585984
198;577;12585984
231;578;12585984
264;579;12585984
297;580;12585984
330;581;12585984
363;582;12585984
396;583;12585984
429;584;12585984
462;585;12585984
495;586;12585984
528;587;12585984
561;588;12585984
594;589;12585984
627;590;12585984
660;591;12585984
693;592;12585984
726;593;12585984
759;594;4195328
792;595;4195328
825;596;4195328
858;597;4195328
891;598;4195328
924;599;4195328
957;600;4195328
990;601;4195328
1023;602;6292992
1056;603;6292992
1089;604;6292992
1122;605;6292992
1155;606;6292992
1188;607;6292992
1221;608;6292992
1254;609;6292992
1287;610;6292992
1320;611;6292992
1353;612;6292992
1386;613;6292992
1419;614;2097664
1452;615;6292992
1485;616;6292992
1518;617;2097664
1551;618;2097664
1584;619;2097664
1617;620;2097664
1650;621;2097664
1683;622;2097664
1716;623;6292992
1749;624;2097664
1782;625;6292992
1815;626;2097664
1848;627;2097664
1881;628;2097664
1914;629;2097664
1947;630;2097664
1980;631;2097664
2013;632;2097664
2046;633;2097664
2079;634;2097664
2112;635;3146496
2145;636;3146496
2178;637;3146496
2211;638;3146496
2244;639;3146496
2277;640;3146496
2310;641;3146496
2343;642;3146496
2376;643;3146496
2409;644;3146496
2442;645;3146496
2475;646;3146496
2508;647;3146496
2541;648;1048832
2574;649;1048832
2607;650;1048832
2640;651;1048832
2673;652;1048832
2706;653;1048832
2739;654;1048832
2772;655;1048832
2805;656;1048832
2838;657;1573248
2871;658;1573248
2904;659;1573248
2937;660;1573248
2970;661;1573248
3003;662;1573248
3036;663;1573248
3069;664;1573248
3102;665;1573248
3135;666;1573248
3168;667;1573248
3201;668;1573248
3234;669;1573248
3267;670;1573248
3300;671;1835456
3333;672;1835456
3366;673;1835456
3399;674;1835456
3432;675;1835456
3465;676;1835456
3498;677;1835456
3531;678;786624
3564;679;786624
3597;680;786624
3630;681;786624
3663;682;786624
3696;683;262208
3729;684;262208
3762;685;0
3795;686;0
3828;687;0
3861;688;786624
3894;689;262208
3927;690;0
3960;691;0
3993;692;0
4026;693;0
4059;694;0
4092;695;0
4125;696;0
